scenario,strategy,repeat,success_rate,primary_success_rate,fallback_usage_rate,fallback_success_rate,fallback_accuracy,fallback_macro_f1,fallback_precision,fallback_recall,human_review_rate,p50,p95,p99,success_p95,scheduler_lag_p95,recovery_seconds,retry_count,rejected_count,circuit_open_seconds,requests_during_outage,primary_calls,estimated_cost_per_request
error30,D,1,0.8916666666666667,0.5666666666666667,0.43333333333333335,0.325,0.75,0.8549382716049383,1.0,0.7625000000000001,0.10833333333333334,0.030999999988125002,0.03275000000576226,0.046999999991385,0.032000000006519,0.014333333333100001,,0,30,1.0160000000032596,0,90,0.00075
error30,A,1,0.725,0.725,0.0,0.0,,,,,0.0,0.031000000017229003,0.047000000020489006,0.047000000020489006,0.047000000020489006,0.014333333333100001,,0,0,0.0,0,120,0.001
error30,C,2,0.325,0.325,0.0,0.0,,,,,0.0,0.0075000000069845,0.032000000006519,0.032000000006519,0.032000000006519,0.014333333333100001,,0,60,2.0310000000172295,0,60,0.0005
error30,D,2,0.8833333333333333,0.325,0.675,0.5583333333333333,0.8271604938271605,0.9033121916842847,1.0,0.8313978494623656,0.11666666666666667,0.015499999994062501,0.032000000006519,0.032000000006519,0.032000000006519,0.014999999996507002,,0,60,2.0160000000032596,0,60,0.0005
error30,A,2,0.7,0.7,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.014333333362204001,,0,0,0.0,0,120,0.001
error30,B,2,0.9833333333333333,0.9833333333333333,0.0,0.0,,,,,0.0,0.032000000006519,0.15600000001722902,0.1878099999966791,0.14325000000098878,0.014333333362204001,,46,0,0.0,0,166,0.0013833333333333334
error30,D,3,0.8333333333333334,0.18333333333333332,0.8166666666666667,0.65,0.7959183673469388,0.8784261715296199,1.0,0.7944339025932954,0.16666666666666666,0.0,0.046999999991385,0.046999999991385,0.046999999991385,0.014416666694838797,,0,84,2.860000000015134,0,36,0.00030000000000000003
error30,A,3,0.6583333333333333,0.6583333333333333,0.0,0.0,,,,,0.0,0.031000000017229003,0.0469999999928402,0.047000000020489006,0.046999999991385,0.013666666669693002,,0,0,0.0,0,120,0.001
error30,B,3,0.9666666666666667,0.9666666666666667,0.0,0.0,,,,,0.0,0.032000000006519,0.203000000008614,0.21900000001187403,0.19099999999889378,0.01303333333945635,,58,0,0.0,0,178,0.0014833333333333332
error30,C,3,0.18333333333333332,0.18333333333333332,0.0,0.0,,,,,0.0,0.0,0.032000000006519,0.032000000006519,0.032000000006519,0.0160000000149,,0,84,2.8439999999827705,0,36,0.00030000000000000003
error30,A,4,0.7,0.7,0.0,0.0,,,,,0.0,0.031000000017229003,0.047000000020489006,0.047000000020489006,0.047000000020489006,0.014333333333100001,,0,0,0.0,0,120,0.001
error30,B,4,0.9833333333333333,0.9833333333333333,0.0,0.0,,,,,0.0,0.032000000006519,0.14100000000325902,0.2001499999823855,0.1274000000004887,0.014333333362204001,,45,0,0.0,0,165,0.0013750000000000001
error30,C,4,0.35833333333333334,0.35833333333333334,0.0,0.0,,,,,0.0,0.0075000000069845,0.0469999999928402,0.047000000020489006,0.047000000020489006,0.014333333333100001,,0,60,2.014999999984866,0,60,0.0005
error30,D,4,0.8833333333333333,0.35833333333333334,0.6416666666666667,0.525,0.8181818181818182,0.896574440052701,1.0,0.8212345679012346,0.11666666666666667,0.015499999994062501,0.03275000000576226,0.046999999991385,0.0432499999951685,0.014416666694838797,,0,60,2.0160000000032596,0,60,0.0005
error50,A,0,0.475,0.475,0.0,0.0,,,,,0.0,0.031000000017229003,0.047000000020489006,0.047000000020489006,0.047000000020489006,0.01370000000286335,,0,0,0.0,0,120,0.001
error50,B,0,0.8916666666666667,0.8916666666666667,0.0,0.0,,,,,0.0,0.06299999999464401,0.18874999999534248,0.24411000000225613,0.17199999999138502,0.014333333333100001,,89,0,0.0,0,209,0.0017416666666666665
error50,C,0,0.058333333333333334,0.058333333333333334,0.0,0.0,,,,,0.0,0.0,0.0310500000166935,0.044149999994260496,0.031700000009732,0.0160000000149,,0,99,3.3440000000118744,0,21,0.000175
error50,D,0,0.85,0.058333333333333334,0.9416666666666667,0.7916666666666666,0.8407079646017699,0.9105763517528224,1.0,0.8424578424578425,0.15,0.0,0.032000000006519,0.04681000001699415,0.032000000006519,0.014999999996507002,,0,99,3.312999999994645,0,21,0.000175
error50,B,1,0.8083333333333333,0.8083333333333333,0.0,0.0,,,,,0.0,0.06200000000535501,0.187999999994644,0.21900000001187403,0.1872000000032128,0.014333333362204001,,102,0,0.0,0,222,0.00185
error50,C,1,0.041666666666666664,0.041666666666666664,0.0,0.0,,,,,0.0,0.0,0.031000000017229003,0.032000000006519,0.031800000008661004,0.014333333362204001,,0,104,3.485000000015134,0,16,0.00013333333333333334
error50,D,1,0.8333333333333334,0.03333333333333333,0.9666666666666667,0.8,0.8275862068965517,0.8986175115207374,1.0,0.8240740740740741,0.16666666666666666,0.0,0.032000000006519,0.04700000001495924,0.032000000006519,0.014333333362204001,,0,105,3.500000000029104,0,15,0.000125
error50,A,1,0.475,0.475,0.0,0.0,,,,,0.0,0.031000000017229003,0.047000000020489006,0.047000000020489006,0.046999999997205805,0.014333333333100001,,0,0,0.0,0,120,0.001
error50,C,2,0.03333333333333333,0.03333333333333333,0.0,0.0,,,,,0.0,0.0,0.0310500000166935,0.046999999991385,0.044599999990896,0.016666666678308,,0,105,3.5,0,15,0.000125
error50,D,2,0.8333333333333334,0.03333333333333333,0.9666666666666667,0.8,0.8275862068965517,0.9018759018759019,1.0,0.8289473684210527,0.16666666666666666,0.0,0.032000000006519,0.04700000001495924,0.032000000006519,0.014999999996507002,,0,105,3.5309999999881256,0,15,0.000125
error50,A,2,0.4083333333333333,0.4083333333333333,0.0,0.0,,,,,0.0,0.031000000017229003,0.046999999991385,0.047000000020489006,0.0470000000088474,0.014333333333100001,,0,0,0.0,0,120,0.001
error50,B,2,0.8166666666666667,0.8166666666666667,0.0,0.0,,,,,0.0,0.06299999999464401,0.18874999999534248,0.21900000000634426,0.18700000000535502,0.012750000013037846,,104,0,0.0,0,224,0.0018666666666666666
error50,D,3,0.8416666666666667,0.14166666666666666,0.8583333333333333,0.7,0.8155339805825242,0.8916812780050652,1.0,0.8137254901960785,0.15833333333333333,0.0,0.0460500000015595,0.047000000020489006,0.046000000002095004,0.015000000025611,,0,87,2.9060000000172295,0,33,0.000275
error50,A,3,0.49166666666666664,0.49166666666666664,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.013666666698797,,0,0,0.0,0,120,0.001
error50,B,3,0.8666666666666667,0.8666666666666667,0.0,0.0,,,,,0.0,0.06200000000535501,0.21899999998277,0.21900000001187403,0.18700000000535502,0.014333333333100001,,96,0,0.0,0,216,0.0018
error50,C,3,0.14166666666666666,0.14166666666666666,0.0,0.0,,,,,0.0,0.0,0.032000000006519,0.044149999994260496,0.032000000006519,0.014333333362204001,,0,88,2.9380000000237487,0,32,0.0002666666666666667
error50,A,4,0.475,0.475,0.0,0.0,,,,,0.0,0.031000000017229003,0.047000000020489006,0.047000000020489006,0.047000000020489006,0.012750000013037846,,0,0,0.0,0,120,0.001
error50,B,4,0.8833333333333333,0.8833333333333333,0.0,0.0,,,,,0.0,0.06200000000535501,0.2046999999976828,0.21899999998277,0.18325000000913852,0.014333333333100001,,96,0,0.0,0,216,0.0018
error50,C,4,0.11666666666666667,0.11666666666666667,0.0,0.0,,,,,0.0,0.0,0.0460500000015595,0.046999999991385,0.046349999998346506,0.015083333358245845,,0,91,3.077999999979511,0,29,0.00024166666666666667
error50,D,4,0.85,0.09166666666666666,0.9083333333333333,0.7583333333333333,0.8348623853211009,0.9062271062271062,1.0,0.8355855855855857,0.15,0.0,0.032000000006519,0.046999999991385,0.03195000000705449,0.014333333362204001,,0,98,3.2969999999913853,0,22,0.00018333333333333334
rate_limit,A,0,0.9,0.9,0.0,0.0,,,,,0.0,0.031000000017229003,0.0469999999928402,0.047000000020489006,0.046999999991385,0.014333333333100001,,0,0,0.0,0,120,0.001
rate_limit,B,0,1.0,1.0,0.0,0.0,,,,,0.0,0.031000000017229003,1.062999999994645,1.9040000000118762,1.062999999994645,0.01370000000286335,,16,0,0.0,0,136,0.0011333333333333334
