scenario,strategy,repeat,success_rate,primary_success_rate,fallback_usage_rate,fallback_success_rate,fallback_accuracy,fallback_macro_f1,fallback_precision,fallback_recall,human_review_rate,p50,p95,p99,success_p95,scheduler_lag_p95,recovery_seconds,retry_count,rejected_count,circuit_open_seconds,requests_during_outage,primary_calls,estimated_cost_per_request
normal,A,0,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.011333333324485,,0,0,0.0,0,120,0.001
normal,B,0,1.0,1.0,0.0,0.0,,,,,0.0,0.016000000003259,0.032000000006519,0.032000000006519,0.032000000006519,0.012999999991734,,0,0,0.0,0,120,0.001
normal,C,0,1.0,1.0,0.0,0.0,,,,,0.0,0.016000000003259,0.031999999991967,0.032000000006519,0.031999999991967,0.012000000002444,,0,0,0.0,0,120,0.001
normal,D,0,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.012999999991734,,0,0,0.0,0,120,0.001
normal,B,1,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.011333333324485,,0,0,0.0,0,120,0.001
normal,C,1,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.031999999991967,0.032000000006519,0.031999999991967,0.012000000002444,,0,0,0.0,0,120,0.001
normal,D,1,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.013666666669693002,,0,0,0.0,0,120,0.001
normal,A,1,1.0,1.0,0.0,0.0,,,,,0.0,0.031000000002677,0.032000000006519,0.032000000006519,0.032000000006519,0.012999999991734,,0,0,0.0,0,120,0.001
normal,C,2,1.0,1.0,0.0,0.0,,,,,0.0,0.031000000002677,0.032000000006519,0.032000000006519,0.032000000006519,0.012999999991734,,0,0,0.0,0,120,0.001
normal,D,2,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.012000000002444,,0,0,0.0,0,120,0.001
normal,A,2,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.011333333324485,,0,0,0.0,0,120,0.001
normal,B,2,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.0319999999926946,0.032000000006519,0.0319999999926946,0.01136666667220735,,0,0,0.0,0,120,0.001
normal,D,3,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.0319999999926946,0.032000000006519,0.0319999999926946,0.011333333339037,,0,0,0.0,0,120,0.001
normal,A,3,1.0,1.0,0.0,0.0,,,,,0.0,0.030999999988125002,0.032000000006519,0.032000000006519,0.032000000006519,0.011333333339037,,0,0,0.0,0,120,0.001
